,main_style,beer_style,main_style_full_count,sub_style_full_count
7501,Dark Lagers,Schwarzbier,476,60
7502,Bocks,Bock,339,84
7503,Pilseners and Pale Lagers,Czech Pilsener,1228,114
7504,Brown Ales,American Brown Ale,416,158
7505,Porters,American Porter,448,305
7506,Dark Lagers,Euro Dark Lager,476,50
7507,Bocks,Bock,339,84
7508,Dark Lagers,Munich Dunkel Lager,476,81
7509,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7510,Pilseners and Pale Lagers,German Pilsener,1228,200
7511,Wheat Beers,Hefeweizen,685,206
7512,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
7513,India Pale Ales,American Double / Imperial IPA,914,297
7514,Stouts,American Double / Imperial Stout,786,207
7515,Brown Ales,American Brown Ale,416,158
7516,India Pale Ales,American IPA,914,475
7517,India Pale Ales,American IPA,914,475
7518,Pale Ales,Irish Red Ale,2120,62
7519,Stouts,Irish Dry Stout,786,47
7520,Pale Ales,Kölsch,2120,89
7521,Pilseners and Pale Lagers,American Pale Lager,1228,108
7522,Dark Lagers,Munich Dunkel Lager,476,81
7523,Porters,English Porter,448,60
7524,Dark Lagers,Märzen / Oktoberfest,476,149
7525,Stouts,Milk / Sweet Stout,786,52
7526,Specialty Beers,Fruit / Vegetable Beer,684,242
7527,Brown Ales,English Brown Ale,416,146
7528,Stouts,Oatmeal Stout,786,98
7529,Dark Lagers,Märzen / Oktoberfest,476,149
7530,Pale Ales,English Pale Ale,2120,185
7531,Pale Ales,American Pale Ale (APA),2120,543
7532,Pilseners and Pale Lagers,German Pilsener,1228,200
7533,Wheat Beers,American Pale Wheat Ale,685,162
7534,Specialty Beers,Pumpkin Ale,684,78
7535,Dark Lagers,Rauchbier,476,24
7536,Specialty Beers,Rye Beer,684,64
7537,India Pale Ales,American IPA,914,475
7538,Specialty Beers,Rye Beer,684,64
7539,Strong Ales,Scotch Ale / Wee Heavy,947,74
7540,Dark Lagers,Vienna Lager,476,50
7541,Dark Ales,Scottish Ale,390,62
7542,Stouts,Milk / Sweet Stout,786,52
7543,Wheat Beers,American Pale Wheat Ale,685,162
7544,Specialty Beers,Fruit / Vegetable Beer,684,242
7545,Stouts,American Stout,786,120
7546,Dark Lagers,Vienna Lager,476,50
7547,Dark Ales,Winter Warmer,390,120
7548,Dark Lagers,Märzen / Oktoberfest,476,149
7549,Pale Ales,American Pale Ale (APA),2120,543
7550,Stouts,English Stout,786,29
7551,Pale Ales,English Bitter,2120,104
7552,Strong Ales,Belgian Strong Pale Ale,947,147
7553,Strong Ales,Belgian Strong Pale Ale,947,147
7554,Pale Ales,American Amber / Red Ale,2120,395
7555,Stouts,American Double / Imperial Stout,786,207
7556,India Pale Ales,American Double / Imperial IPA,914,297
7557,Wheat Beers,Witbier,685,207
7558,Dark Lagers,Märzen / Oktoberfest,476,149
7559,Wheat Beers,Witbier,685,207
7560,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7561,Strong Ales,Tripel,947,123
7562,Bocks,Bock,339,84
7563,Bocks,Doppelbock,339,126
7564,Specialty Beers,Fruit / Vegetable Beer,684,242
7565,Strong Ales,Belgian Strong Pale Ale,947,147
7566,Pale Ales,American Pale Ale (APA),2120,543
7567,Pale Ales,American Pale Ale (APA),2120,543
7568,Pale Ales,English Pale Ale,2120,185
7569,Specialty Beers,Lambic - Fruit,684,95
7570,India Pale Ales,American IPA,914,475
7571,Dark Lagers,Rauchbier,476,24
7572,Dark Lagers,Munich Dunkel Lager,476,81
7573,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7574,Pilseners and Pale Lagers,Light Lager,1228,108
7575,Bocks,Bock,339,84
7576,Dark Lagers,Munich Dunkel Lager,476,81
7577,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7578,Wheat Beers,Hefeweizen,685,206
7579,Pale Ales,American Pale Ale (APA),2120,543
7580,Pilseners and Pale Lagers,German Pilsener,1228,200
7581,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
7582,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7583,Brown Ales,American Brown Ale,416,158
7584,India Pale Ales,American IPA,914,475
7585,Pale Ales,American Pale Ale (APA),2120,543
7586,Hybrid Beers,Bière de Garde,133,54
7587,Specialty Beers,Herbed / Spiced Beer,684,95
7588,Stouts,Oatmeal Stout,786,98
7589,Stouts,American Stout,786,120
7590,Pale Ales,American Pale Ale (APA),2120,543
7591,India Pale Ales,English India Pale Ale (IPA),914,81
7592,Strong Ales,Belgian Strong Pale Ale,947,147
7593,Wheat Beers,American Pale Wheat Ale,685,162
7594,Stouts,Foreign / Export Stout,786,41
7595,Pale Ales,Kölsch,2120,89
7596,Wheat Beers,American Dark Wheat Ale,685,23
7597,Stouts,Oatmeal Stout,786,98
7598,Dark Lagers,Märzen / Oktoberfest,476,149
7599,Pale Ales,English Pale Ale,2120,185
7600,Pilseners and Pale Lagers,German Pilsener,1228,200
7601,Porters,American Porter,448,305
7602,Specialty Beers,Pumpkin Ale,684,78
7603,Strong Ales,Quadrupel (Quad),947,51
7604,Specialty Beers,Fruit / Vegetable Beer,684,242
7605,Strong Ales,American Barleywine,947,122
7606,Stouts,Russian Imperial Stout,786,192
7607,Pale Ales,Saison / Farmhouse Ale,2120,249
7608,Dark Lagers,Schwarzbier,476,60
7609,Strong Ales,Scotch Ale / Wee Heavy,947,74
7610,Strong Ales,American Strong Ale,947,115
7611,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
7612,Strong Ales,Tripel,947,123
7613,Wheat Beers,Hefeweizen,685,206
7614,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7615,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7616,Pilseners and Pale Lagers,American Malt Liquor,1228,44
7617,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7618,Pilseners and Pale Lagers,American Malt Liquor,1228,44
7619,Pilseners and Pale Lagers,American Malt Liquor,1228,44
7620,Pilseners and Pale Lagers,American Malt Liquor,1228,44
7621,Dark Ales,Roggenbier,390,7
7622,Brown Ales,Altbier,416,79
7623,Brown Ales,Altbier,416,79
7624,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7625,Bocks,Weizenbock,339,53
7626,Bocks,Eisbock,339,14
7627,Wheat Beers,Hefeweizen,685,206
7628,Bocks,Weizenbock,339,53
7629,Wheat Beers,Hefeweizen,685,206
7630,Wheat Beers,Hefeweizen,685,206
7631,Bocks,Weizenbock,339,53
7632,Wheat Beers,Hefeweizen,685,206
7633,Pilseners and Pale Lagers,German Pilsener,1228,200
7634,Wheat Beers,Berliner Weissbier,685,19
7635,Pilseners and Pale Lagers,German Pilsener,1228,200
7636,Brown Ales,Altbier,416,79
7637,Dark Lagers,Schwarzbier,476,60
7638,Dark Lagers,Schwarzbier,476,60
7639,Dark Lagers,Schwarzbier,476,60
7640,Brown Ales,Altbier,416,79
7641,Dark Lagers,Vienna Lager,476,50
7642,Pilseners and Pale Lagers,German Pilsener,1228,200
7643,Wheat Beers,Hefeweizen,685,206
7644,Wheat Beers,Dunkelweizen,685,50
7645,Wheat Beers,Hefeweizen,685,206
7646,Wheat Beers,Kristalweizen,685,18
7647,Wheat Beers,Hefeweizen,685,206
7648,Dark Lagers,Märzen / Oktoberfest,476,149
7649,Specialty Beers,Fruit / Vegetable Beer,684,242
7650,Pale Ales,American Pale Ale (APA),2120,543
7651,Dark Ales,Scottish Ale,390,62
7652,Dark Ales,Scottish Ale,390,62
7653,Strong Ales,Scotch Ale / Wee Heavy,947,74
7654,Strong Ales,Scotch Ale / Wee Heavy,947,74
7655,Dark Ales,Scottish Ale,390,62
7656,Dark Ales,Scottish Ale,390,62
7657,Hybrid Beers,California Common / Steam Beer,133,15
7658,Strong Ales,Belgian Strong Pale Ale,947,147
7659,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7660,India Pale Ales,American IPA,914,475
7661,Dark Lagers,Märzen / Oktoberfest,476,149
7662,Pale Ales,Saison / Farmhouse Ale,2120,249
7663,Stouts,Oatmeal Stout,786,98
7664,Dark Ales,Winter Warmer,390,120
7665,Pilseners and Pale Lagers,German Pilsener,1228,200
7666,Specialty Beers,Rye Beer,684,64
7667,Porters,American Porter,448,305
7668,India Pale Ales,American Double / Imperial IPA,914,297
7669,Strong Ales,Belgian Strong Pale Ale,947,147
7670,Wheat Beers,Witbier,685,207
7671,Dark Lagers,Märzen / Oktoberfest,476,149
7672,Dark Ales,Belgian Dark Ale,390,43
7673,Specialty Beers,Rye Beer,684,64
7674,Stouts,Milk / Sweet Stout,786,52
7675,Dark Ales,Roggenbier,390,7
7676,India Pale Ales,Belgian IPA,914,61
7677,Strong Ales,Tripel,947,123
7678,Bocks,Maibock / Helles Bock,339,62
7679,India Pale Ales,American IPA,914,475
7680,Hybrid Beers,California Common / Steam Beer,133,15
7681,Pale Ales,Saison / Farmhouse Ale,2120,249
7682,India Pale Ales,American IPA,914,475
7683,Wheat Beers,Witbier,685,207
7684,India Pale Ales,American IPA,914,475
7685,India Pale Ales,American IPA,914,475
7686,India Pale Ales,American IPA,914,475
7687,Strong Ales,American Barleywine,947,122
7688,India Pale Ales,American IPA,914,475
7689,Stouts,American Stout,786,120
7690,Dark Ales,Dubbel,390,88
7691,India Pale Ales,American IPA,914,475
7692,India Pale Ales,American IPA,914,475
7693,Wheat Beers,Witbier,685,207
7694,Dark Lagers,Märzen / Oktoberfest,476,149
7695,India Pale Ales,American IPA,914,475
7696,Stouts,Oatmeal Stout,786,98
7697,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
7698,Bocks,Weizenbock,339,53
7699,Strong Ales,Tripel,947,123
7700,Pilseners and Pale Lagers,German Pilsener,1228,200
7701,India Pale Ales,American IPA,914,475
7702,Pale Ales,Saison / Farmhouse Ale,2120,249
7703,India Pale Ales,American IPA,914,475
7704,India Pale Ales,American IPA,914,475
7705,Pale Ales,American Amber / Red Ale,2120,395
7706,Pale Ales,Saison / Farmhouse Ale,2120,249
7707,Pale Ales,Saison / Farmhouse Ale,2120,249
7708,Specialty Beers,Fruit / Vegetable Beer,684,242
7709,Specialty Beers,Fruit / Vegetable Beer,684,242
7710,India Pale Ales,English India Pale Ale (IPA),914,81
7711,Specialty Beers,Pumpkin Ale,684,78
7712,Specialty Beers,Fruit / Vegetable Beer,684,242
7713,Porters,American Porter,448,305
7714,Wheat Beers,American Pale Wheat Ale,685,162
7715,Pale Ales,American Blonde Ale,2120,174
7716,India Pale Ales,American IPA,914,475
7717,Stouts,American Double / Imperial Stout,786,207
7718,Porters,Baltic Porter,448,70
7719,Pale Ales,American Pale Ale (APA),2120,543
7720,Dark Ales,American Black Ale,390,70
7721,Pale Ales,Saison / Farmhouse Ale,2120,249
7722,India Pale Ales,American Double / Imperial IPA,914,297
7723,Bocks,Doppelbock,339,126
7724,Pale Ales,American Pale Ale (APA),2120,543
7725,Pilseners and Pale Lagers,German Pilsener,1228,200
7726,Pale Ales,American Amber / Red Ale,2120,395
7727,Dark Ales,Belgian Dark Ale,390,43
7728,Strong Ales,Belgian Strong Pale Ale,947,147
7729,Pale Ales,American Pale Ale (APA),2120,543
7730,Bocks,Maibock / Helles Bock,339,62
7731,Dark Ales,American Black Ale,390,70
7732,Strong Ales,English Strong Ale,947,31
7733,Stouts,American Double / Imperial Stout,786,207
7734,Stouts,American Double / Imperial Stout,786,207
7735,India Pale Ales,American Double / Imperial IPA,914,297
7736,Pale Ales,Saison / Farmhouse Ale,2120,249
7737,Brown Ales,American Brown Ale,416,158
7738,Specialty Beers,Kvass,684,7
7739,Specialty Beers,Kvass,684,7
7740,Dark Lagers,Schwarzbier,476,60
7741,Dark Lagers,American Amber / Red Lager,476,62
7742,Pilseners and Pale Lagers,American Pale Lager,1228,108
7743,Pale Ales,Saison / Farmhouse Ale,2120,249
7744,Pale Ales,American Pale Ale (APA),2120,543
7745,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7746,Pale Ales,Saison / Farmhouse Ale,2120,249
7747,Pale Ales,American Pale Ale (APA),2120,543
7748,India Pale Ales,American Double / Imperial IPA,914,297
7749,Stouts,Oatmeal Stout,786,98
7750,Stouts,Russian Imperial Stout,786,192
7751,India Pale Ales,American IPA,914,475
7752,Specialty Beers,Herbed / Spiced Beer,684,95
7753,Stouts,American Double / Imperial Stout,786,207
7754,Porters,American Porter,448,305
7755,Stouts,Oatmeal Stout,786,98
7756,Strong Ales,Scotch Ale / Wee Heavy,947,74
7757,Stouts,Oatmeal Stout,786,98
7758,Pale Ales,American Amber / Red Ale,2120,395
7759,Bocks,Doppelbock,339,126
7760,Pale Ales,American Amber / Red Ale,2120,395
7761,Pale Ales,American Amber / Red Ale,2120,395
7762,India Pale Ales,Belgian IPA,914,61
7763,Specialty Beers,Low Alcohol Beer,684,20
7764,Porters,American Porter,448,305
7765,Stouts,American Double / Imperial Stout,786,207
7766,Stouts,Milk / Sweet Stout,786,52
7767,Strong Ales,Scotch Ale / Wee Heavy,947,74
7768,Strong Ales,Scotch Ale / Wee Heavy,947,74
7769,India Pale Ales,American IPA,914,475
7770,Wheat Beers,Witbier,685,207
7771,Pale Ales,American Pale Ale (APA),2120,543
7772,India Pale Ales,American Double / Imperial IPA,914,297
7773,Stouts,American Stout,786,120
7774,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7775,India Pale Ales,English India Pale Ale (IPA),914,81
7776,India Pale Ales,American IPA,914,475
7777,India Pale Ales,American IPA,914,475
7778,Pale Ales,American Amber / Red Ale,2120,395
7779,Bocks,Doppelbock,339,126
7780,Pilseners and Pale Lagers,Czech Pilsener,1228,114
7781,Wheat Beers,American Pale Wheat Ale,685,162
7782,Dark Lagers,Vienna Lager,476,50
7783,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
7784,Pilseners and Pale Lagers,American Pale Lager,1228,108
7785,Bocks,Bock,339,84
7786,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
7787,Wheat Beers,Dunkelweizen,685,50
7788,Pilseners and Pale Lagers,Dortmunder / Export Lager,1228,45
7789,Wheat Beers,Hefeweizen,685,206
7790,Wheat Beers,Dunkelweizen,685,50
7791,Pilseners and Pale Lagers,American Pale Lager,1228,108
7792,Pale Ales,Kölsch,2120,89
7793,Pilseners and Pale Lagers,Light Lager,1228,108
7794,Dark Lagers,Märzen / Oktoberfest,476,149
7795,Brown Ales,Altbier,416,79
7796,Specialty Beers,Fruit / Vegetable Beer,684,242
7797,Pilseners and Pale Lagers,Munich Helles Lager,1228,79
7798,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7799,Wheat Beers,American Dark Wheat Ale,685,23
7800,India Pale Ales,American Double / Imperial IPA,914,297
7801,Strong Ales,English Barleywine,947,62
7802,Pale Ales,American Blonde Ale,2120,174
7803,India Pale Ales,English India Pale Ale (IPA),914,81
7804,Porters,Baltic Porter,448,70
7805,Pale Ales,American Blonde Ale,2120,174
7806,Specialty Beers,Fruit / Vegetable Beer,684,242
7807,Specialty Beers,Pumpkin Ale,684,78
7808,India Pale Ales,American Double / Imperial IPA,914,297
7809,India Pale Ales,American IPA,914,475
7810,Wheat Beers,Witbier,685,207
7811,Specialty Beers,Pumpkin Ale,684,78
7812,Wheat Beers,American Pale Wheat Ale,685,162
7813,Porters,English Porter,448,60
7814,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7815,Brown Ales,American Brown Ale,416,158
7816,Porters,American Porter,448,305
7817,Dark Lagers,Schwarzbier,476,60
7818,Porters,American Porter,448,305
7819,India Pale Ales,American IPA,914,475
7820,Stouts,American Stout,786,120
7821,India Pale Ales,American Double / Imperial IPA,914,297
7822,India Pale Ales,American IPA,914,475
7823,Specialty Beers,Fruit / Vegetable Beer,684,242
7824,Pale Ales,American Pale Ale (APA),2120,543
7825,Stouts,American Double / Imperial Stout,786,207
7826,Specialty Beers,Herbed / Spiced Beer,684,95
7827,Dark Lagers,Märzen / Oktoberfest,476,149
7828,Specialty Beers,Fruit / Vegetable Beer,684,242
7829,Pale Ales,American Pale Ale (APA),2120,543
7830,Pilseners and Pale Lagers,Czech Pilsener,1228,114
7831,Porters,English Porter,448,60
7832,Stouts,American Stout,786,120
7833,Specialty Beers,Fruit / Vegetable Beer,684,242
7834,Dark Lagers,Schwarzbier,476,60
7835,Pilseners and Pale Lagers,American Double / Imperial Pilsner,1228,41
7836,India Pale Ales,English India Pale Ale (IPA),914,81
7837,Specialty Beers,Fruit / Vegetable Beer,684,242
7838,Pale Ales,Irish Red Ale,2120,62
7839,Specialty Beers,Fruit / Vegetable Beer,684,242
7840,Strong Ales,American Barleywine,947,122
7841,Brown Ales,American Brown Ale,416,158
7842,Stouts,Oatmeal Stout,786,98
7843,Stouts,Irish Dry Stout,786,47
7844,Wheat Beers,Hefeweizen,685,206
7845,Pilseners and Pale Lagers,German Pilsener,1228,200
7846,Dark Ales,Dubbel,390,88
7847,Stouts,Russian Imperial Stout,786,192
7848,Brown Ales,English Brown Ale,416,146
7849,Pale Ales,American Pale Ale (APA),2120,543
7850,Pale Ales,American Amber / Red Ale,2120,395
7851,India Pale Ales,American IPA,914,475
7852,Strong Ales,Tripel,947,123
7853,Pale Ales,English Bitter,2120,104
7854,Strong Ales,American Barleywine,947,122
7855,Pale Ales,American Blonde Ale,2120,174
7856,Brown Ales,American Brown Ale,416,158
7857,Pale Ales,Saison / Farmhouse Ale,2120,249
7858,India Pale Ales,American IPA,914,475
7859,India Pale Ales,American IPA,914,475
7860,Wheat Beers,American Pale Wheat Ale,685,162
7861,Bocks,Doppelbock,339,126
7862,Pale Ales,American Pale Ale (APA),2120,543
7863,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
7864,India Pale Ales,American IPA,914,475
7865,Bocks,Maibock / Helles Bock,339,62
7866,India Pale Ales,English India Pale Ale (IPA),914,81
7867,Wheat Beers,Hefeweizen,685,206
7868,Dark Lagers,Märzen / Oktoberfest,476,149
7869,Pale Ales,American Pale Ale (APA),2120,543
7870,Bocks,Maibock / Helles Bock,339,62
7871,Porters,American Porter,448,305
7872,Specialty Beers,Rye Beer,684,64
7873,India Pale Ales,American IPA,914,475
7874,Stouts,American Stout,786,120
7875,Pilseners and Pale Lagers,Czech Pilsener,1228,114
7876,India Pale Ales,American IPA,914,475
7877,Brown Ales,American Brown Ale,416,158
7878,Wheat Beers,American Pale Wheat Ale,685,162
7879,Specialty Beers,Chile Beer,684,14
7880,Stouts,American Double / Imperial Stout,786,207
7881,Porters,American Porter,448,305
7882,Stouts,Oatmeal Stout,786,98
7883,Porters,American Porter,448,305
7884,Stouts,American Double / Imperial Stout,786,207
7885,Pale Ales,Saison / Farmhouse Ale,2120,249
7886,Wheat Beers,American Pale Wheat Ale,685,162
7887,Pale Ales,American Pale Ale (APA),2120,543
7888,Pale Ales,American Pale Ale (APA),2120,543
7889,India Pale Ales,American IPA,914,475
7890,Strong Ales,American Barleywine,947,122
7891,Brown Ales,Altbier,416,79
7892,India Pale Ales,American IPA,914,475
7893,Specialty Beers,Smoked Beer,684,34
7894,Specialty Beers,Smoked Beer,684,34
7895,Pale Ales,English Pale Ale,2120,185
7896,India Pale Ales,English India Pale Ale (IPA),914,81
7897,Stouts,American Double / Imperial Stout,786,207
7898,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7899,Pilseners and Pale Lagers,German Pilsener,1228,200
7900,Dark Lagers,Märzen / Oktoberfest,476,149
7901,Wheat Beers,Hefeweizen,685,206
7902,Porters,Baltic Porter,448,70
7903,India Pale Ales,American IPA,914,475
7904,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
7905,Wheat Beers,American Dark Wheat Ale,685,23
7906,Pale Ales,American Amber / Red Ale,2120,395
7907,Pale Ales,American Pale Ale (APA),2120,543
7908,India Pale Ales,American Double / Imperial IPA,914,297
7909,Pale Ales,English Pale Ale,2120,185
7910,India Pale Ales,American IPA,914,475
7911,Pale Ales,American Amber / Red Ale,2120,395
7912,India Pale Ales,American Double / Imperial IPA,914,297
7913,Strong Ales,Belgian Strong Dark Ale,947,144
7914,Strong Ales,Belgian Strong Dark Ale,947,144
7915,Stouts,Oatmeal Stout,786,98
7916,India Pale Ales,American IPA,914,475
7917,Strong Ales,American Barleywine,947,122
7918,Specialty Beers,Rye Beer,684,64
7919,Hybrid Beers,Braggot,133,14
7920,Bocks,Doppelbock,339,126
7921,India Pale Ales,American IPA,914,475
7922,Pale Ales,American Blonde Ale,2120,174
7923,Hybrid Beers,California Common / Steam Beer,133,15
7924,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7925,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
7926,Dark Ales,American Black Ale,390,70
7927,Strong Ales,American Strong Ale,947,115
7928,Strong Ales,Scotch Ale / Wee Heavy,947,74
7929,Dark Ales,American Black Ale,390,70
7930,Pale Ales,Kölsch,2120,89
7931,Pilseners and Pale Lagers,German Pilsener,1228,200
7932,Porters,English Porter,448,60
7933,Strong Ales,Tripel,947,123
7934,India Pale Ales,American IPA,914,475
7935,Bocks,Weizenbock,339,53
7936,Pilseners and Pale Lagers,Euro Strong Lager,1228,46
7937,Pilseners and Pale Lagers,Euro Pale Lager,1228,163
7938,Bocks,Doppelbock,339,126
7939,Bocks,Doppelbock,339,126
7940,Bocks,Bock,339,84
7941,Pilseners and Pale Lagers,Light Lager,1228,108
7942,Hybrid Beers,Cream Ale,133,42
7943,Hybrid Beers,Cream Ale,133,42
7944,Dark Lagers,Euro Dark Lager,476,50
7945,India Pale Ales,English India Pale Ale (IPA),914,81
7946,Pilseners and Pale Lagers,Light Lager,1228,108
7947,Pale Ales,American Pale Ale (APA),2120,543
7948,Pale Ales,American Amber / Red Ale,2120,395
7949,Porters,English Porter,448,60
7950,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
7951,Brown Ales,Altbier,416,79
7952,India Pale Ales,American Double / Imperial IPA,914,297
7953,Stouts,Oatmeal Stout,786,98
7954,Strong Ales,American Strong Ale,947,115
7955,Pale Ales,American Blonde Ale,2120,174
7956,India Pale Ales,American Double / Imperial IPA,914,297
7957,Hybrid Beers,Braggot,133,14
7958,Strong Ales,Belgian Strong Pale Ale,947,147
7959,Stouts,Russian Imperial Stout,786,192
7960,Stouts,Oatmeal Stout,786,98
7961,India Pale Ales,American IPA,914,475
7962,Wheat Beers,Hefeweizen,685,206
7963,Porters,American Porter,448,305
7964,Specialty Beers,Fruit / Vegetable Beer,684,242
7965,Wheat Beers,American Pale Wheat Ale,685,162
7966,Specialty Beers,Pumpkin Ale,684,78
7967,Pale Ales,Irish Red Ale,2120,62
7968,Pale Ales,Irish Red Ale,2120,62
7969,Porters,Baltic Porter,448,70
7970,Porters,American Porter,448,305
7971,Specialty Beers,Smoked Beer,684,34
7972,Porters,American Porter,448,305
7973,Porters,American Porter,448,305
7974,Porters,American Porter,448,305
7975,Porters,American Porter,448,305
7976,Porters,American Porter,448,305
7977,Porters,American Porter,448,305
7978,Porters,American Porter,448,305
7979,Porters,American Porter,448,305
7980,Porters,American Porter,448,305
7981,Dark Ales,Belgian Dark Ale,390,43
7982,Porters,Baltic Porter,448,70
7983,Bocks,Doppelbock,339,126
7984,Wheat Beers,Hefeweizen,685,206
7985,Dark Lagers,Rauchbier,476,24
7986,Specialty Beers,Smoked Beer,684,34
7987,Specialty Beers,Smoked Beer,684,34
7988,Specialty Beers,Smoked Beer,684,34
7989,Bocks,Doppelbock,339,126
7990,Specialty Beers,Fruit / Vegetable Beer,684,242
7991,Porters,Baltic Porter,448,70
7992,Strong Ales,American Barleywine,947,122
7993,India Pale Ales,American Double / Imperial IPA,914,297
7994,Pale Ales,Saison / Farmhouse Ale,2120,249
7995,Strong Ales,Quadrupel (Quad),947,51
7996,Specialty Beers,Fruit / Vegetable Beer,684,242
7997,India Pale Ales,Belgian IPA,914,61
7998,India Pale Ales,American IPA,914,475
7999,Stouts,Russian Imperial Stout,786,192
8000,Bocks,Maibock / Helles Bock,339,62
8001,Dark Lagers,Märzen / Oktoberfest,476,149
8002,Brown Ales,American Brown Ale,416,158
8003,Dark Lagers,Vienna Lager,476,50
8004,Specialty Beers,Pumpkin Ale,684,78
8005,Strong Ales,Old Ale,947,59
8006,Porters,American Porter,448,305
8007,Specialty Beers,Rye Beer,684,64
8008,Bocks,Doppelbock,339,126
8009,Strong Ales,Scotch Ale / Wee Heavy,947,74
8010,Pale Ales,American Pale Ale (APA),2120,543
8011,Pale Ales,American Pale Ale (APA),2120,543
8012,Pale Ales,Belgian Pale Ale,2120,167
8013,Wheat Beers,American Pale Wheat Ale,685,162
8014,Bocks,Doppelbock,339,126
8015,Wheat Beers,Hefeweizen,685,206
8016,Strong Ales,Wheatwine,947,19
8017,Dark Ales,Dubbel,390,88
8018,Stouts,Irish Dry Stout,786,47
8019,India Pale Ales,American IPA,914,475
8020,India Pale Ales,American Double / Imperial IPA,914,297
8021,India Pale Ales,American IPA,914,475
8022,Porters,Baltic Porter,448,70
8023,Dark Lagers,Vienna Lager,476,50
8024,Brown Ales,English Brown Ale,416,146
8025,Pale Ales,American Pale Ale (APA),2120,543
8026,Stouts,Foreign / Export Stout,786,41
8027,India Pale Ales,American IPA,914,475
8028,India Pale Ales,American Double / Imperial IPA,914,297
8029,Dark Ales,Winter Warmer,390,120
8030,Pilseners and Pale Lagers,Euro Strong Lager,1228,46
8031,Dark Ales,American Black Ale,390,70
8032,Dark Ales,Winter Warmer,390,120
8033,Dark Ales,Winter Warmer,390,120
8034,Hybrid Beers,Cream Ale,133,42
8035,Stouts,American Double / Imperial Stout,786,207
8036,Stouts,Milk / Sweet Stout,786,52
8037,Pale Ales,American Amber / Red Ale,2120,395
8038,Brown Ales,English Brown Ale,416,146
8039,Pale Ales,Extra Special / Strong Bitter (ESB),2120,144
8040,Brown Ales,Altbier,416,79
8041,Dark Ales,Dubbel,390,88
8042,Bocks,Bock,339,84
8043,Porters,Baltic Porter,448,70
8044,Bocks,Weizenbock,339,53
8045,India Pale Ales,American IPA,914,475
8046,Pale Ales,American Pale Ale (APA),2120,543
8047,Pale Ales,Saison / Farmhouse Ale,2120,249
8048,Pilseners and Pale Lagers,American Adjunct Lager,1228,253
8049,Wheat Beers,American Pale Wheat Ale,685,162
8050,Brown Ales,English Dark Mild Ale,416,33
8051,Dark Ales,Belgian Dark Ale,390,43
8052,Dark Lagers,Vienna Lager,476,50
8053,Wheat Beers,Berliner Weissbier,685,19
8054,Strong Ales,American Barleywine,947,122
8055,Bocks,Bock,339,84
8056,Pale Ales,English Pale Ale,2120,185
8057,Wheat Beers,American Pale Wheat Ale,685,162
8058,Pale Ales,American Blonde Ale,2120,174
8059,Pale Ales,American Pale Ale (APA),2120,543
8060,Strong Ales,American Strong Ale,947,115
8061,Specialty Beers,Fruit / Vegetable Beer,684,242
8062,India Pale Ales,American IPA,914,475
8063,Pale Ales,Saison / Farmhouse Ale,2120,249
8064,Wild/Sour Beers,American Wild Ale,202,104
8065,Specialty Beers,Fruit / Vegetable Beer,684,242
8066,Strong Ales,Old Ale,947,59
8067,Pale Ales,Belgian Pale Ale,2120,167
8068,Strong Ales,Quadrupel (Quad),947,51
8069,Brown Ales,Altbier,416,79
8070,Wheat Beers,Berliner Weissbier,685,19
8071,Hybrid Beers,Bière de Garde,133,54
8072,Pale Ales,English Pale Ale,2120,185
8073,Pale Ales,Saison / Farmhouse Ale,2120,249
8074,Strong Ales,Belgian Strong Pale Ale,947,147
8075,India Pale Ales,American IPA,914,475
8076,Porters,Baltic Porter,448,70
8077,Porters,American Porter,448,305
8078,Pilseners and Pale Lagers,German Pilsener,1228,200
8079,Bocks,Maibock / Helles Bock,339,62
8080,Pale Ales,Saison / Farmhouse Ale,2120,249
8081,Porters,American Porter,448,305
